FY,Section,Page,Category,Units,Fixed_Charge,Energy_Charge,Wheeling_Charge,Raw_Row
2024-25,LT_EV,64,ARR approved by the Commission,A,80163.0,81721.0,84021.0,"ARR approved by the Commission | A | 80,163 | 81,721 | 84,021 | 86,298 | 88,910 | 4,21,113"
2024-25,LT_EV,64,Approved Revenue at existing tariff,B,85021.0,88667.0,92479.0,"Approved Revenue at existing tariff | B | 85,021 | 88,667 | 92,479 | 96,504 | 1,00,738 | 4,63,409"
2024-25,LT_EV,64,Approved Revenue Gap,C = A-B,-4858.0,-6946.0,-8458.0,"Approved Revenue Gap | C = A-B | -4,858 | -6,946 | -8,458 | -10,206 | -11,828 | -42,296"
2024-25,LT_EV,64,Projected Revenue at appproved tariff,D,80918.0,84400.0,88039.0,"Projected Revenue at appproved tariff | D | 80,918 | 84,400 | 88,039 | 91,883 | 95,927 | 4,41,167"
2024-25,LT_EV,64,Additional Recovery from approved tariff,E = D-B,-4103.0,-4267.0,-4440.0,"Additional Recovery from approved tariff | E = D-B | -4,103 | -4,267 | -4,440 | -4,621 | -4,811 | -22,242"
2024-25,LT_EV,64,Previous Revenue Gap recovery allowed after adjustment of current year Revenue Gap,F = E-C,755.0,2679.0,4018.0,"Previous Revenue Gap recovery allowed after adjustment of current year Revenue Gap | F = E-C | 755 | 2,679 | 4,018 | 5,585 | 7,017 | 20,054"
2024-25,LT_EV,64,Approved Revenue recovery in Case 322 of 2019 by the Commission,,4011.0,4011.0,4011.0,"Approved Revenue recovery in Case 322 of 2019 by the Commission | 4,011 | 4,011 | 4,011 | 4,011 | 4,011 | 20,055"
2024-25,General,104,MSPGCL Total,"47,840",20238.0,4.23,49392.0,"MSPGCL Total | 47,840 | 20,238 | 4.23 | 49,392 | 21,872 | 4.43 | 49,392 | 21,872 | 4.43"
2024-25,General,106,JSW,3.51,,1952.79,,"JSW | 2,120.32 | 725.07 | 3.42 | 1,952.79 | 685.95 | 3.51 | 1,952.79 | 685.95 | 3.51"
2024-25,General,106,CGPL,2.86,,5017.4,,"CGPL | 4,696.92 | 1,350.07 | 2.87 | 5,017.40 | 1,437.47 | 2.86 | 5,017.40 | 1,437.47 | 2.86"
2024-25,General,106,Adani Power,5.11,,22019.09,,"Adani Power | 19,710.82 | 7,496.65 | 3.80 | 22,019.09 | 11,246.72 | 5.11 | 22,019.09 | 11,246.72 | 5.11"
2024-25,General,106,GMR Warora/ EMCO,4.85,,1413.87,,"GMR Warora/ EMCO | 1,331.67 | 569.08 | 4.27 | 1,413.87 | 685.16 | 4.85 | 1,413.87 | 685.16 | 4.85"
2024-25,General,106,Rattan India,6.79,,2904.83,,"Rattan India | 3,356.11 | 2,122.00 | 6.32 | 2,904.83 | 1,971.09 | 6.79 | 2,904.83 | 1,971.09 | 6.79"
2024-25,General,106,Total,4.81,,33307.98,,"Total | 31,215.84 | 12,262.87 | 3.93 | 33,307.98 | 16,026.39 | 4.81 | 33,307.98 | 16,026.39 | 4.81"
2024-25,General,109,KAPP,"1,056.21",,1056.21,,"KAPP | 1,056.21 | 157.68 | 1.49 | 1,056.21 | 157.68 | 1.49"
2024-25,General,109,TAPP 1&2,"1,014.03",,1014.03,,"TAPP 1&2 | 1,014.03 | 518.22 | 5.11 | 1,014.03 | 518.22 | 5.11"
2024-25,General,109,TAPP 3&4,"3,093.33",,3093.33,,"TAPP 3&4 | 3,093.33 | 1,409.10 | 4.56 | 3,093.33 | 1,409.10 | 4.56"
2024-25,General,109,SSP,"1,080.08",,1080.08,,"SSP | 1,080.08 | 221.42 | 2.05 | 1,080.08 | 221.42 | 2.05"
2024-25,General,109,Pench,72.37,,72.37,,Pench | 72.37 | 14.84 | 2.05 | 72.37 | 14.84 | 2.05
2024-25,General,109,Dodson I,32.07,,32.07,,Dodson I | 32.07 | 5.81 | 1.81 | 32.07 | 5.81 | 1.81
2024-25,General,109,Dodson II,13.55,,13.55,,Dodson II | 13.55 | 10.43 | 7.70 | 13.55 | 10.43 | 7.70
2024-25,General,109,Non-solar,"9,689.89",,9689.89,,"Non-solar | 9,689.89 | 5,322.74 | 5.49 | 9,689.89 | 5,322.74 | 5.49"
2024-25,General,109,Solar,"3,137.10",,3137.1,,"Solar | 3,137.10 | 1,495.73 | 4.77 | 3,137.10 | 1,495.73 | 4.77"
2024-25,General,109,Hydro + Ghatghar),"4,537.89",,4537.89,,"Hydro + Ghatghar) | 4,537.89 | 730.82 | 1.61 | 4,537.89 | 730.82 | 1.61"
2024-25,General,109,Bhusawal - 3,27.66,,27.66,,Bhusawal - 3 | 27.66 | 143.50 | 51.89 | 27.66 | 143.50 | 51.89
2024-25,General,109,Bhusawal – 4 & 5,"4,934.13",,4934.13,,"Bhusawal – 4 & 5 | 4,934.13 | 2,640.44 | 5.35 | 4,934.13 | 2,640.44 | 5.35"
2024-25,General,109,Khaparkheda - 1 to 4,"3,534.50",,3534.5,,"Khaparkheda - 1 to 4 | 3,534.50 | 1,502.17 | 4.25 | 3,534.50 | 1,502.17 | 4.25"
2024-25,General,109,Khaparkheda - 5,"3,110.11",,3110.11,,"Khaparkheda - 5 | 3,110.11 | 1,415.63 | 4.55 | 3,110.11 | 1,415.63 | 4.55"
2024-25,General,109,"Nashik- 3,4 & 5","2,085.71",,2085.71,,"Nashik- 3,4 & 5 | 2,085.71 | 1,194.86 | 5.73 | 2,085.71 | 1,194.86 | 5.73"
2024-25,General,109,Chandrapur – 3 to 7,"8,457.49",,8457.49,,"Chandrapur – 3 to 7 | 8,457.49 | 3,303.41 | 3.91 | 8,457.49 | 3,303.41 | 3.91"
2024-25,General,109,Paras - 3,"2,480.98",,2480.98,,"Paras - 3 | 2,480.98 | 1,265.18 | 5.10 | 2,480.98 | 1,265.18 | 5.10"
2024-25,General,109,Parli - 4,(6.05),8.91,8.91,,Parli - 4 | (6.05) | 8.91 | (14.74) | (6.05) | 8.91 | (14.74)
2024-25,General,109,Parli - 6,"1,393.83",,1393.83,,"Parli - 6 | 1,393.83 | 925.87 | 6.64 | 1,393.83 | 925.87 | 6.64"
2024-25,General,109,Koradi - 6,429.72,,429.72,,Koradi - 6 | 429.72 | 457.73 | 10.65 | 429.72 | 457.73 | 10.65
2024-25,General,109,GTPS Uran,"2,525.01",,2525.01,,"GTPS Uran | 2,525.01 | 709.68 | 2.81 | 2,525.01 | 709.68 | 2.81"
2024-25,General,109,Parli Replacement U 8,778.11,,778.11,,Parli Replacement U 8 | 778.11 | 593.73 | 7.63 | 778.11 | 593.73 | 7.63
2024-25,General,109,Chandrapur - 8,"3,161.80",,3161.8,,"Chandrapur - 8 | 3,161.80 | 1,638.21 | 5.18 | 3,161.80 | 1,638.21 | 5.18"
2024-25,General,109,Chandrapur - 9,"3,121.95",,3121.95,,"Chandrapur - 9 | 3,121.95 | 1,488.53 | 4.77 | 3,121.95 | 1,488.53 | 4.77"
2024-25,General,109,Koradi R U-8,"2,532.47",,2532.47,,"Koradi R U-8 | 2,532.47 | 1,210.99 | 4.78 | 2,532.47 | 1,210.99 | 4.78"
2024-25,General,109,Koradi 9,"2,804.29",,2804.29,,"Koradi 9 | 2,804.29 | 1,289.33 | 4.60 | 2,804.29 | 1,289.33 | 4.60"
2024-25,General,109,Koradi10,"2,889.49",,2889.49,,"Koradi10 | 2,889.49 | 1,489.48 | 5.15 | 2,889.49 | 1,489.48 | 5.15"
2024-25,General,109,MSPGCL Dhariwal,592.66,,592.66,,MSPGCL Dhariwal | 592.66 | 171.22 | 2.89 | 592.66 | 171.22 | 2.89
2024-25,General,109,KSTPS,"4,498.24",,4498.24,,"KSTPS | 4,498.24 | 953.11 | 2.12 | 4,498.24 | 953.11 | 2.12"
2024-25,General,110,KSTPS III,855.46,,855.46,,KSTPS III | 855.46 | 239.41 | 2.80 | 855.46 | 239.41 | 2.80
2024-25,General,110,VSTP I,"2,954.21",,2954.21,,"VSTP I | 2,954.21 | 804.15 | 2.72 | 2,954.21 | 804.15 | 2.72"
2024-25,General,110,VSTP II,"2,278.92",,2278.92,,"VSTP II | 2,278.92 | 577.71 | 2.54 | 2,278.92 | 577.71 | 2.54"
2024-25,General,110,VSTP III,"2,019.50",,2019.5,,"VSTP III | 2,019.50 | 564.25 | 2.79 | 2,019.50 | 564.25 | 2.79"
2024-25,General,110,VSTP IV,"2,165.63",,2165.63,,"VSTP IV | 2,165.63 | 706.60 | 3.26 | 2,165.63 | 706.60 | 3.26"
2024-25,General,110,VSTP V,"1,236.97",,1236.97,,"VSTP V | 1,236.97 | 415.24 | 3.36 | 1,236.97 | 415.24 | 3.36"
2024-25,General,110,Kawas,425.41,,425.41,,Kawas | 425.41 | 231.98 | 5.45 | 425.41 | 231.98 | 5.45
2024-25,General,110,Gandhar,93.29,,93.29,,Gandhar | 93.29 | 181.60 | 19.47 | 93.29 | 181.60 | 19.47
2024-25,General,110,KhSTPS-II,"1,055.22",,1055.22,,"KhSTPS-II | 1,055.22 | 331.78 | 3.14 | 1,055.22 | 331.78 | 3.14"
2024-25,General,110,SIPAT TPS 2,"1,989.04",,1989.04,,"SIPAT TPS 2 | 1,989.04 | 551.09 | 2.77 | 1,989.04 | 551.09 | 2.77"
2024-25,General,110,SIPAT TPS 1,"3,902.47",,3902.47,,"SIPAT TPS 1 | 3,902.47 | 1,115.55 | 2.86 | 3,902.47 | 1,115.55 | 2.86"
2024-25,General,110,Mauda I,"1,901.90",,1901.9,,"Mauda I | 1,901.90 | 1,160.29 | 6.10 | 1,901.90 | 1,160.29 | 6.10"
2024-25,General,110,Mauda II,"2,289.61",,2289.61,,"Mauda II | 2,289.61 | 1,358.63 | 5.93 | 2,289.61 | 1,358.63 | 5.93"
2024-25,General,110,NTPC Solapur,385.61,,385.61,,NTPC Solapur | 385.61 | 903.44 | 23.43 | 385.61 | 903.44 | 23.43
2024-25,General,110,Lara,422.86,,422.86,,Lara | 422.86 | 201.11 | 4.76 | 422.86 | 201.11 | 4.76
2024-25,General,110,Gadarwara,32.62,,32.62,,Gadarwara | 32.62 | 60.57 | 18.57 | 32.62 | 60.57 | 18.57
2024-25,General,110,Khargone,33.64,,33.64,,Khargone | 33.64 | 19.67 | 5.85 | 33.64 | 19.67 | 5.85
2024-25,General,110,RRAS (Gas),,35.55,35.55,,RRAS (Gas) | 35.55 | 35.55
2024-25,General,110,NTPC NVVN Coal,131.01,,131.01,,NTPC NVVN Coal | 131.01 | 46.13 | 3.52 | 131.01 | 46.13 | 3.52
2024-25,General,110,APML 125 MW,954.60,,954.6,,APML 125 MW | 954.60 | 452.18 | 4.74 | 954.60 | 452.18 | 4.74
2024-25,General,110,APML 1320 MW,"9,571.05",,9571.05,,"APML 1320 MW | 9,571.05 | 5,114.31 | 5.34 | 9,571.05 | 5,114.31 | 5.34"
2024-25,General,110,APML 1200 MW,"9,164.19",,9164.19,,"APML 1200 MW | 9,164.19 | 4,340.97 | 4.74 | 9,164.19 | 4,340.97 | 4.74"
2024-25,General,110,APML 440 MW,"2,329.24",,2329.24,,"APML 440 MW | 2,329.24 | 1,339.25 | 5.75 | 2,329.24 | 1,339.25 | 5.75"
2024-25,General,110,RIPL 450 MW,"1,089.31",,1089.31,,"RIPL 450 MW | 1,089.31 | 744.07 | 6.83 | 1,089.31 | 744.07 | 6.83"
2024-25,General,110,RIPL 750 MW,"1,815.52",,1815.52,,"RIPL 750 MW | 1,815.52 | 1,227.02 | 6.76 | 1,815.52 | 1,227.02 | 6.76"
2024-25,General,110,Short Term,"1,451.02",,1451.02,,"Short Term | 1,451.02 | 517.10 | 3.56 | 1,451.02 | 517.10 | 3.56"
2024-25,General,110,Intra State,9.33,,9.33,,Intra State | 9.33 | 8.59 | 9.21 | 9.33 | 8.59 | 9.21
2024-25,General,110,Reactive Charges,,0.01,0.01,,Reactive Charges | 0.01 | 0.01
2024-25,General,110,PGCIL Charges,,3902.33,3902.33,,"PGCIL Charges | 3,902.33 | 3,902.33"
2024-25,General,110,Total,"1,32,020.34",,132020.34,,"Total | 1,32,020.34 | 61,897.22 | 4.69 | 1,32,020.34 | 61,897.22 | 4.69"
2024-25,General,138,Bad debts provision for wires business,73.26,85.5,12.23,,Bad debts provision for wires business | 73.26 | 85.50 | 12.23
2024-25,General,138,Bad debt provision for retail supply business,659.37,769.47,110.1,,Bad debt provision for retail supply business | 659.37 | 769.47 | 110.10
2024-25,General,138,Bad Debt Provision,732.63,854.96,122.33,,Bad Debt Provision | 732.63 | 854.96 | 122.33
2024-25,General,138,Receivables for the year,"5,699.75",,3948.45,,"Receivables for the year | 5,699.75 | 3,948.45"
2024-25,General,138,Provision for Bad & Doubtful Debts during the year,85.50,,59.23,,Provision for Bad & Doubtful Debts during the year | 85.50 | 59.23
2024-25,LT_Residential,145,Revenue from Sale of Power,"78,965.30",,72944.55,,"Revenue from Sale of Power | 78,965.30 | 72,944.55 | (6,020.75)"
2024-25,LT_Residential,145,Residential,"15,877.43",,15088.92,,"Residential | 15,877.43 | 15,088.92 | (788.50)"
2024-25,LT_Residential,145,Commercial,"10,097.23",,9752.23,,"Commercial | 10,097.23 | 9,752.23 | (345.00)"
2024-25,LT_Residential,145,HT- Industrial,"28,150.10",,24892.36,,"HT- Industrial | 28,150.10 | 24,892.36 | (3257.74)"
2024-25,LT_Residential,145,LT- Industrial,"6,298.75",,5059.76,,"LT- Industrial | 6,298.75 | 5,059.76 | (1238.98)"
2024-25,LT_Residential,145,PWW,"1,678.63",,1603.91,,"PWW | 1,678.63 | 1,603.91 | (74.72)"
2024-25,LT_Residential,145,Streetlight,"1,566.32",,1306.6,,"Streetlight | 1,566.32 | 1,306.60 | (259.72)"
2024-25,LT_Residential,145,Agriculture,"10,975.53",,10031.52,,"Agriculture | 10,975.53 | 10,031.52 | (944.01)"
2024-25,LT_Residential,145,Public services,"1,791.55",,1639.19,,"Public services | 1,791.55 | 1,639.19 | (152.37)"
2024-25,LT_Residential,145,Railways,71.34,,62.75,,Railways | 71.34 | 62.75 | (8.59)
2024-25,LT_Residential,145,Other Categories,226.66,244.37,17.72,,Other Categories | 226.66 | 244.37 | 17.72
2024-25,LT_Residential,145,Other (Incentive/Discounts),-492.98,,492.98,,Other (Incentive/Discounts) | -492.98 | 492.98
2024-25,LT_Residential,145,Other (Recoveries from theft etc),,303.13,303.13,,Other (Recoveries from theft etc) | 303.13 | 303.13
2024-25,LT_Residential,145,Sub Total,"76,240.56",,69984.76,,"Sub Total | 76,240.56 | 69,984.76 | (6255.80)"
2024-25,LT_Residential,145,Revenue from DF@input sales,"2,328.74",2560.53,231.79,,"Revenue from DF@input sales | 2,328.74 | 2,560.53 | 231.79"
2024-25,LT_Residential,145,Standby Charges,396.00,399.26,3.26,,Standby Charges | 396.00 | 399.26 | 3.26
2024-25,LT_Residential,145,Total,"78,965.30",,72944.55,,"Total | 78,965.30 | 72,944.55 | (6020.75)"
2024-25,LT_Residential,146,Revenue from Sale of Power as per restated audited accounts,,,72925.82,,"Revenue from Sale of Power as per restated audited accounts | 72,925.82"
2024-25,LT_Residential,146,Less: Prompt Payment Discount,,,337.25,,Less: Prompt Payment Discount | 337.25
2024-25,LT_Residential,146,Add: Standby Charges,,,399.26,,Add: Standby Charges | 399.26
2024-25,LT_Residential,146,Add: Miscellaneous charges from consumers,,,219.22,,Add: Miscellaneous charges from consumers | 219.22
2024-25,LT_Residential,146,Total Revenue from Operations as per Note 29,,,73207.05,,"Total Revenue from Operations as per Note 29 | 73,207.05"
2024-25,LT_Residential,146,Add: Prompt Payment Discount claimed separately,,,337.25,,Add: Prompt Payment Discount claimed separately | 337.25
2024-25,LT_Residential,146,Less: Income from Open Access Charges,,,-312.95,,Less: Income from Open Access Charges | -312.95
2024-25,LT_Residential,146,Less: Income from Traders /Income from Trading of Surplus Power,,,335.99,,Less: Income from Traders /Income from Trading of Surplus Power | 335.99
2024-25,LT_Residential,146,Less: Income from Wheeling Charges,,,1.1,,Less: Income from Wheeling Charges | 1.10
2024-25,LT_Residential,146,Less: Income from Additional Surcharge,,,575.6,,Less: Income from Additional Surcharge | 575.60
2024-25,LT_Residential,146,Total Revenue from Operations shown on Form 13,,,72944.55,,"Total Revenue from Operations shown on Form 13 | 72,944.55"
2024-25,LT_Residential,146,LT-I BPL & Domestic,,,15088.92,,"LT-I BPL & Domestic | 15,088.92"
2024-25,LT_Residential,146,LT II Commercial,,,7207.85,,"LT II Commercial | 7,207.85"
2024-25,LT_Residential,146,LT III PWW,,,369.13,,LT III PWW | 369.13
2024-25,LT_Residential,146,LT IV Agriculture,,,9473.88,,"LT IV Agriculture | 9,473.88"
2024-25,LT_Residential,146,LT V Industrial,,,5059.76,,"LT V Industrial | 5,059.76"
2024-25,LT_Residential,146,LT-IV(A) - Gram panchayat Street Light,,,1306.6,,"LT-IV(A) - Gram panchayat Street Light | 1,306.60"
2024-25,LT_Residential,146,LT VII -(B)Temporary Others,,,57.42,,LT VII -(B)Temporary Others | 57.42
2024-25,LT_Residential,146,LT VIII Advertisement & Hoarding,,,9.04,,LT VIII Advertisement & Hoarding | 9.04
2024-25,LT_Residential,146,LT IX Crematorium & Burial Grounds,,,0.52,,LT IX Crematorium & Burial Grounds | 0.52
2024-25,LT_Residential,146,LT X -(A)Public Service,,,493.55,,LT X -(A)Public Service | 493.55
2024-25,LT_Residential,146,LT XI Charging Station,,,0.19,,LT XI Charging Station | 0.19
2024-25,LT_Residential,146,HT II Commercial,,,2544.38,,"HT II Commercial | 2,544.38"
2024-25,LT_Residential,146,HT I Industrial,,,24892.36,,"HT I Industrial | 24,892.36"
2024-25,LT_Residential,146,HT III Railway Traction,,,62.75,,HT III Railway Traction | 62.75
2024-25,LT_Residential,146,HT IV PWW,,,1234.78,,"HT IV PWW | 1,234.78"
2024-25,LT_Residential,146,HT V Agriculture,,,557.65,,HT V Agriculture | 557.65
2024-25,LT_Commercial,147,HT VI Group Housing/Commercial Complex,,,156.01,,HT VI Group Housing/Commercial Complex | 156.01
2024-25,LT_Commercial,147,HT VIII Temporary Supply Religious,,,0.1,,HT VIII Temporary Supply Religious | 0.10
2024-25,LT_Commercial,147,HT VIII Temporary Supply Others,,,16.96,,HT VIII Temporary Supply Others | 16.96
2024-25,LT_Commercial,147,HT IX Public Service,,,1145.64,,"HT IX Public Service | 1,145.64"
2024-25,LT_Commercial,147,HT-Electric Vehicle,,,4.21,,HT-Electric Vehicle | 4.21
2024-25,LT_Commercial,147,Recoveries from Theft of Power/Malpractice,,,85.01,,Recoveries from Theft of Power/Malpractice | 85.01
2024-25,LT_Commercial,147,Sale of energy to Distribution Franchisee @ Input,,,2560.53,,"Sale of energy to Distribution Franchisee @ Input | 2,560.53"
2024-25,LT_Commercial,147,Standby charges,,,399.26,,Standby charges | 399.26
2024-25,LT_Commercial,147,Miscellaneous charges from consumers,,,219.22,,Miscellaneous charges from consumers | 219.22
2024-25,LT_Commercial,147,Total incl. DF @Input,,,72944.55,,"Total incl. DF @Input | 72,944.55"
2024-25,LT_Commercial,147,Revenue from Sale of Power,"78,965.30",72944.55,72944.55,,"Revenue from Sale of Power | 78,965.30 | 72,944.55 | 72,944.55"
2024-25,LT_Commercial,147,Rents of land or buildings,1.03,,0.99,,Rents of land or buildings | 1.03 | 0.99 | (0.04)
2024-25,LT_Commercial,147,Sale of Scrap,52.05,,46.49,,Sale of Scrap | 52.05 | 46.49 | (5.59)
2024-25,General,151,Income from Additional Surcharge,317.14,575.6,258.46,,Income from Additional Surcharge | 317.14 | 575.60 | 258.46
2024-25,General,151,Income from Additional Surcharge,317.14,575.6,575.6,,Income from Additional Surcharge | 317.14 | 575.60 | 575.60
2024-25,General,152,Income from Open Access Charges,29.59,83.44,53.85,,Income from Open Access Charges | 29.59 | 83.44 | 53.85
2024-25,General,152,Income from Open Access Charges,29.59,83.44,83.44,,Income from Open Access Charges | 29.59 | 83.44 | 83.44
2024-25,General,161,Operation & Maintenance Expenses,"2,612.31",2631.29,2619.79,7.48,"Operation & Maintenance Expenses | 2,612.31 | 2,631.29 | 2,619.79 | 7.48"
2024-25,General,161,Depreciation,266.55,243.75,224.75,,Depreciation | 266.55 | 243.75 | 224.75 | (41.80)
2024-25,General,161,Interest on Loan Capital,132.89,127.44,128.36,,Interest on Loan Capital | 132.89 | 127.44 | 128.36 | (4.53)
2024-25,General,161,Interest on Consumer Security Deposit,716.42,674.03,674.03,,Interest on Consumer Security Deposit | 716.42 | 674.03 | 674.03 | (42.40)
2024-25,General,161,Other Finance Charges,3.11,2.21,2.21,,Other Finance Charges | 3.11 | 2.21 | 2.21 | (0.90)
2024-25,General,161,Provision for bad and doubtful debts,659.37,769.47,533.04,,Provision for bad and doubtful debts | 659.37 | 769.47 | 533.04 | (126.33)
2024-25,General,161,Other Expenses,50.08,83.28,50.08,0.0,Other Expenses | 50.08 | 83.28 | 50.08 | 0.00
2024-25,General,161,Intra-State Transmission Charges,"4,867.55",4871.25,4863.74,,"Intra-State Transmission Charges | 4,867.55 | 4,871.25 | 4,863.74 | (3.81)"
2024-25,General,161,Incentives/Discounts,307.03,337.25,337.25,30.22,Incentives/Discounts | 307.03 | 337.25 | 337.25 | 30.22
2024-25,General,161,Contribution to contingency reserves,14.28,12.82,12.82,,Contribution to contingency reserves | 14.28 | 12.82 | 12.82 | (1.46)
2024-25,General,161,Return on Equity Capital,208.15,211.12,211.09,2.94,Return on Equity Capital | 208.15 | 211.12 | 211.09 | 2.94
2024-25,General,161,RLC refund,1.84,1.77,1.77,,RLC refund | 1.84 | 1.77 | 1.77 | (0.07)
2024-25,General,161,Effect of sharing of gains/losses,,,347.76,,"Effect of sharing of gains/losses | 347.76 | (1,338.50) | (1,338.50)"
2024-25,General,161,Past Period Surplus,853.08,853.08,853.08,,Past Period Surplus | 853.08 | 853.08 | 853.08
2024-25,General,161,Revenue Gap Recovery Allowed,"2,562.93",2562.93,2562.93,,"Revenue Gap Recovery Allowed | 2,562.93 | 2,562.93 | 2,562.93"
2024-25,General,161,Impact of payment to MPECS in future years,40.17,40.42,40.42,0.25,Impact of payment to MPECS in future years | 40.17 | 40.42 | 40.42 | 0.25
2024-25,General,161,Total Revenue Expenditure,"69,477.27",75667.08,73674.08,4196.81,"Total Revenue Expenditure | 69,477.27 | 75,667.08 | 73,674.08 | 4,196.81"
2024-25,General,161,Revenue from sale of Power,"78,965.30",72944.55,72944.55,,"Revenue from sale of Power | 78,965.30 | 72,944.55 | 72,944.55 | (6,020.75)"
2024-25,General,161,Non-Tariff Income,361.66,494.19,494.19,132.52,Non-Tariff Income | 361.66 | 494.19 | 494.19 | 132.52
2024-25,General,161,Income from Wheeling charges,1.79,1.1,1.1,,Income from Wheeling charges | 1.79 | 1.10 | 1.10 | (0.68)
2024-25,General,161,Income from Open Access charges,29.59,83.44,83.44,53.85,Income from Open Access charges | 29.59 | 83.44 | 83.44 | 53.85
2024-25,General,161,Income from Trading of Surplus Power,298.18,335.99,335.99,37.81,Income from Trading of Surplus Power | 298.18 | 335.99 | 335.99 | 37.81
2024-25,General,161,Net Revenue Requirement for Retail supply,"79,973.67",74434.88,74434.88,,"Net Revenue Requirement for Retail supply | 79,973.67 | 74,434.88 | 74,434.88 | (5,538.79)"
2024-25,General,161,Revenue Gap,"(10,496.40)",1232.2,9735.6,,"Revenue Gap | (10,496.40) | 1,232.20 | (760.80) | 9,735.60"
2024-25,General,162,Power Purchase Expenses,"55,967.62",61897.22,61897.23,5929.61,"Power Purchase Expenses | 55,967.62 | 61,897.22 | 61,897.23 | 5,929.61"
2024-25,General,162,Operation & Maintenance Expenses,"7,463.76",7517.97,7485.12,21.37,"Operation & Maintenance Expenses | 7,463.76 | 7,517.97 | 7,485.12 | 21.37"
2024-25,General,162,Depreciation,"2,665.53",2437.48,2247.49,,"Depreciation | 2,665.53 | 2,437.48 | 2,247.49 | (418.04)"
2024-25,General,162,Interest on Loan Capital,"1,328.88",1274.37,1283.6,,"Interest on Loan Capital | 1,328.88 | 1,274.37 | 1,283.60 | (45.28)"
2024-25,General,162,Interest on Working Capital,135.77,131.39,128.59,,"Interest on Working Capital | 135.77 | 131.39 | 128.59 | (7,18)"
2024-25,General,162,Interest on Consumer Security Deposit,796.03,748.92,748.92,,Interest on Consumer Security Deposit | 796.03 | 748.92 | 748.92 | (47.11)
2024-25,General,162,Other Finance Charges,31.10,22.08,22.08,,Other Finance Charges | 31.10 | 22.08 | 22.08 | (9.02)
2024-25,General,162,Provision for bad and doubtful debts,732.63,854.96,592.27,,Provision for bad and doubtful debts | 732.63 | 854.96 | 592.27 | (140.36)
2024-25,General,162,Intra-State Transmission Charges,"4,867.55",4871.25,4863.1,,"Intra-State Transmission Charges | 4,867.55 | 4,871.25 | 4,863.10 | (4.45)"
2024-25,General,162,Contribution to contingency reserves,142.76,128.19,128.19,,Contribution to contingency reserves | 142.76 | 128.19 | 128.19 | (14.57)
2024-25,General,162,Return on Equity capital,"1,866.79",1893.43,1893.14,26.35,"Return on Equity capital | 1,866.79 | 1,893.43 | 1,893.14 | 26.35"
2024-25,General,162,Past Period Adjustment by Commission,853.08,853.08,853.08,,Past Period Adjustment by Commission | 853.08 | 853.08 | 853.08
2024-25,General,162,Aggregate Revenue Requirement,"80,027.43",86003.75,83797.39,3769.96,"Aggregate Revenue Requirement | 80,027.43 | 86,003.75 | 83,797.39 | 3,769.96"
2024-25,General,162,Income from Wheeling Charges,1.79,1.1,1.1,,Income from Wheeling Charges | 1.79 | 1.10 | 1.10 | (0.68)
2024-25,General,162,Net Aggregate Revenue Requirement,79973.67,74434.88,74434.88,,"Net Aggregate Revenue Requirement | 79973.67 | 74434.88 | 74,434.88 | (5,538.79)"
2024-25,General,162,Revenue Gap/(Surplus),53.77,11568.88,9362.51,9308.75,"Revenue Gap/(Surplus) | 53.77 | 11,568.88 | 9,362.51 | 9,308.75"
2024-25,General,178,Renewable,"24,164.00",16955.69,10283.43,8200.21,"Renewable | 24,164.00 | 16,955.69 | (7,208.31) | 10,283.43 | 8,200.21 | (2,083.23) | 4.26 | 4.84 | 0.58"
2024-25,General,178,Traders,,4020.1,4020.1,1785.58,"Traders | 4,020.10 | 4,020.10 | 1,785.58 | 1,785.58 | 4.44 | 4.44"
2024-25,General,178,Other Adjsutments,,38.94,38.94,21.91,Other Adjsutments | 38.94 | 38.94 | 21.91 | 21.91
2024-25,General,178,PGCIL Charges,,3487.53,3294.1,,"PGCIL Charges | 3,487.53 | 3,294.10 | (193.43)"
2024-25,General,178,Inter State Purchase,,11.6,11.6,8.64,Inter State Purchase | 11.60 | 11.60 | 8.64 | 8.64
2024-25,General,178,Total Power Purchase,"1,41,940",144253.0,1056.0,60569.0,"Total Power Purchase | 1,41,940 | 1,44,253 | 1,056 | 60,569 | 69,479 | 8,910 | 4.27 | 4.82 | 0.55"
2024-25,General,183,MSPGCL,"53,130",22189.0,4.18,47685.0,"MSPGCL | 53,130 | 22,189 | 4.18 | 47,685 | 20,077 | 4.21 | 47,685 | 20,077 | 4.21"
2024-25,General,184,MSPGCL,4.21,,51005.0,,"MSPGCL | 52,403 | 22,056 | 4.21 | 51,005 | 21,498 | 4.21 | 51,005 | 21,498 | 4.21"
2024-25,General,184,NTPC,,,31545.0,,"NTPC | 28,082.61 | 10,627.68 | 3.78 | 31,545.02 | 10,840.30 | 3.44 | 31,545 | 10,840 | 3.44"
2024-25,General,184,NPCIL,,,4066.9,,"NPCIL | 4,932.23 | 1,407.05 | 2.85 | 4,066.90 | 1,253.73 | 3.08 | 4,066.90 | 1,253.73 | 3.08"
2024-25,General,185,NTPC,"27,674.55",,34764.32,,"NTPC | 27,674.55 | 10,724.94 | 3.88 | 34,764.32 | 12,867.77 | 3.70 | 34,764.32 | 12,867.77 | 3.70"
